Item Description,MonthDate,Value,YoY_Growth,MoM_Growth
Manufacture of other non-metallic mineral products,01-08-2024,139.8,-1.89,2.57
Manufacture of other non-metallic mineral products,01-09-2024,137.6,3.61,-1.57
Manufacture of other non-metallic mineral products,01-10-2024,144.3,2.7,4.87
Manufacture of other non-metallic mineral products,01-11-2024,136.7,7.64,-5.27
Manufacture of other non-metallic mineral products,01-12-2024,157.7,7.21,15.36
Manufacture of other non-metallic mineral products,01-01-2025,162.3,10.03,2.92
Manufacture of other non-metallic mineral products,01-02-2025,159.8,8.19,-1.54
Manufacture of other non-metallic mineral products,01-03-2025,180.2,8.95,12.77
Manufacture of other non-metallic mineral products,01-04-2025,156.7,5.38,-13.04
Manufacture of other non-metallic mineral products,01-05-2025,159.4,6.91,1.72
Manufacture of other non-metallic mineral products,01-06-2025,158.7,2.99,-0.44
Manufacture of other non-metallic mineral products,01-07-2025,149.2,9.46,-5.99
Manufacture of other non-metallic mineral products,01-08-2025,143.7,2.79,-3.69
Manufacture of other non-metallic mineral products,01-09-2025,143.3,4.14,-0.28
Manufacture of other non-metallic mineral products,01-10-2025,149.6,3.67,4.4
Manufacture of other non-metallic mineral products,01-11-2025,154.1,12.73,3.01
Manufacture of other non-metallic mineral products,01-12-2025,176.6,11.98,14.6
Manufacture of other transport equipment,01-04-2012,93.9,NULL,NULL
Manufacture of other transport equipment,01-05-2012,100.7,NULL,7.24
Manufacture of other transport equipment,01-06-2012,99.5,NULL,-1.19
Manufacture of other transport equipment,01-07-2012,98.5,NULL,-1.01
Manufacture of other transport equipment,01-08-2012,91.3,NULL,-7.31
Manufacture of other transport equipment,01-09-2012,100.1,NULL,9.64
Manufacture of other transport equipment,01-10-2012,100.8,NULL,0.7
Manufacture of other transport equipment,01-11-2012,93.6,NULL,-7.14
Manufacture of other transport equipment,01-12-2012,102.2,NULL,9.19
Manufacture of other transport equipment,01-01-2013,104.2,NULL,1.96
Manufacture of other transport equipment,01-02-2013,100.6,NULL,-3.45
Manufacture of other transport equipment,01-03-2013,105.1,NULL,4.47
Manufacture of other transport equipment,01-04-2013,90.8,-3.3,-13.61
Manufacture of other transport equipment,01-05-2013,96.5,-4.17,6.28
Manufacture of other transport equipment,01-06-2013,94.2,-5.33,-2.38
Manufacture of other transport equipment,01-07-2013,97.6,-0.91,3.61
Manufacture of other transport equipment,01-08-2013,96.3,5.48,-1.33
Manufacture of other transport equipment,01-09-2013,108,7.89,12.15
Manufacture of other transport equipment,01-10-2013,116.8,15.87,8.15
Manufacture of other transport equipment,01-11-2013,106.7,14,-8.65
Manufacture of other transport equipment,01-12-2013,104.6,2.35,-1.97
Manufacture of other transport equipment,01-01-2014,112.2,7.68,7.27
Manufacture of other transport equipment,01-02-2014,106.5,5.86,-5.08
Manufacture of other transport equipment,01-03-2014,111.7,6.28,4.88
Manufacture of other transport equipment,01-04-2014,101.1,11.34,-9.49
Manufacture of other transport equipment,01-05-2014,110,13.99,8.8
Manufacture of other transport equipment,01-06-2014,102.3,8.6,-7
Manufacture of other transport equipment,01-07-2014,112.6,15.37,10.07
Manufacture of other transport equipment,01-08-2014,107.1,11.21,-4.88
Manufacture of other transport equipment,01-09-2014,124.7,15.46,16.43
Manufacture of other transport equipment,01-10-2014,113,-3.25,-9.38
Manufacture of other transport equipment,01-11-2014,112.6,5.53,-0.35
Manufacture of other transport equipment,01-12-2014,105.6,0.96,-6.22
Manufacture of other transport equipment,01-01-2015,110.3,-1.69,4.45
Manufacture of other transport equipment,01-02-2015,102.8,-3.47,-6.8
Manufacture of other transport equipment,01-03-2015,118,5.64,14.79
Manufacture of other transport equipment,01-04-2015,104.7,3.56,-11.27
Manufacture of other transport equipment,01-05-2015,107.8,-2,2.96
Manufacture of other transport equipment,01-06-2015,104.2,1.86,-3.34
Manufacture of other transport equipment,01-07-2015,115.2,2.31,10.56
Manufacture of other transport equipment,01-08-2015,110.3,2.99,-4.25
Manufacture of other transport equipment,01-09-2015,121.5,-2.57,10.15
Manufacture of other transport equipment,01-10-2015,125.3,10.88,3.13
Manufacture of other transport equipment,01-11-2015,105,-6.75,-16.2
Manufacture of other transport equipment,01-12-2015,105.7,0.09,0.67
Manufacture of other transport equipment,01-01-2016,111.6,1.18,5.58
Manufacture of other transport equipment,01-02-2016,115.8,12.65,3.76
Manufacture of other transport equipment,01-03-2016,122.4,3.73,5.7
Manufacture of other transport equipment,01-04-2016,115.3,10.12,-5.8
Manufacture of other transport equipment,01-05-2016,122.5,13.64,6.24
Manufacture of other transport equipment,01-06-2016,117.6,12.86,-4
Manufacture of other transport equipment,01-07-2016,118.2,2.6,0.51
Manufacture of other transport equipment,01-08-2016,129.7,17.59,9.73
Manufacture of other transport equipment,01-09-2016,143.3,17.94,10.49
Manufacture of other transport equipment,01-10-2016,130.8,4.39,-8.72
Manufacture of other transport equipment,01-11-2016,110.4,5.14,-15.6
Manufacture of other transport equipment,01-12-2016,83.6,-20.91,-24.28
Manufacture of other transport equipment,01-01-2017,100.4,-10.04,20.1
Manufacture of other transport equipment,01-02-2017,108.3,-6.48,7.87
Manufacture of other transport equipment,01-03-2017,129.9,6.13,19.94
Manufacture of other transport equipment,01-04-2017,124.8,8.24,-3.93
Manufacture of other transport equipment,01-05-2017,136.9,11.76,9.7
Manufacture of other transport equipment,01-06-2017,127.3,8.25,-7.01
Manufacture of other transport equipment,01-07-2017,131.2,11,3.06
Manufacture of other transport equipment,01-08-2017,144.9,11.72,10.44
Manufacture of other transport equipment,01-09-2017,149.8,4.54,3.38
Manufacture of other transport equipment,01-10-2017,131.7,0.69,-12.08
Manufacture of other transport equipment,01-11-2017,128.2,16.12,-2.66
Manufacture of other transport equipment,01-12-2017,105.9,26.67,-17.39
Manufacture of other transport equipment,01-01-2018,132.5,31.97,25.12
Manufacture of other transport equipment,01-02-2018,143,32.04,7.92
Manufacture of other transport equipment,01-03-2018,151.1,16.32,5.66
Manufacture of other transport equipment,01-04-2018,141.2,13.14,-6.55
Manufacture of other transport equipment,01-05-2018,148,8.11,4.82
Manufacture of other transport equipment,01-06-2018,150.4,18.15,1.62
Manufacture of other transport equipment,01-07-2018,153.5,17,2.06
Manufacture of other transport equipment,01-08-2018,157.9,8.97,2.87
Manufacture of other transport equipment,01-09-2018,165.6,10.55,4.88
Manufacture of other transport equipment,01-10-2018,164.3,24.75,-0.79
Manufacture of other transport equipment,01-11-2018,138.6,8.11,-15.64
Manufacture of other transport equipment,01-12-2018,123.1,16.24,-11.18
Manufacture of other transport equipment,01-01-2019,141.4,6.72,14.87
Manufacture of other transport equipment,01-02-2019,142.5,-0.35,0.78
Manufacture of other transport equipment,01-03-2019,122.2,-19.13,-14.25
Manufacture of other transport equipment,01-04-2019,134.5,-4.75,10.07
Manufacture of other transport equipment,01-05-2019,150.1,1.42,11.6
Manufacture of other transport equipment,01-06-2019,145.2,-3.46,-3.26
Manufacture of other transport equipment,01-07-2019,147.1,-4.17,1.31
Manufacture of other transport equipment,01-08-2019,139.1,-11.91,-5.44
Manufacture of other transport equipment,01-09-2019,151.4,-8.57,8.84
Manufacture of other transport equipment,01-10-2019,132.9,-19.11,-12.22
Manufacture of other transport equipment,01-11-2019,139.5,0.65,4.97
Manufacture of other transport equipment,01-12-2019,131.7,6.99,-5.59
Manufacture of other transport equipment,01-01-2020,128.7,-8.98,-2.28
Manufacture of other transport equipment,01-02-2020,131,-8.07,1.79
Manufacture of other transport equipment,01-03-2020,107.8,-11.78,-17.71
Manufacture of other transport equipment,01-04-2020,0.2,-99.85,-99.81
Manufacture of other transport equipment,01-05-2020,22.8,-84.81,11300
Manufacture of other transport equipment,01-06-2020,72.3,-50.21,217.11
Manufacture of other transport equipment,01-07-2020,108.4,-26.31,49.93
Manufacture of other transport equipment,01-08-2020,133.5,-4.03,23.15
Manufacture of other transport equipment,01-09-2020,162.4,7.27,21.65
Manufacture of other transport equipment,01-10-2020,167.2,25.81,2.96
Manufacture of other transport equipment,01-11-2020,139.3,-0.14,-16.69
Manufacture of other transport equipment,01-12-2020,121.1,-8.05,-13.07
Manufacture of other transport equipment,01-01-2021,136.4,5.98,12.63
Manufacture of other transport equipment,01-02-2021,134.5,2.67,-1.39
Manufacture of other transport equipment,01-03-2021,145.3,34.79,8.03
Manufacture of other transport equipment,01-04-2021,108.7,54250,-25.19
Manufacture of other transport equipment,01-05-2021,52.2,128.95,-51.98
Manufacture of other transport equipment,01-06-2021,103.4,43.02,98.08
Manufacture of other transport equipment,01-07-2021,128.2,18.27,23.98
Manufacture of other transport equipment,01-08-2021,125.1,-6.29,-2.42
Manufacture of other transport equipment,01-09-2021,134.7,-17.06,7.67
Manufacture of other transport equipment,01-10-2021,138.7,-17.05,2.97
Manufacture of other transport equipment,01-11-2021,106.1,-23.83,-23.5
Manufacture of other transport equipment,01-12-2021,108.9,-10.07,2.64
Manufacture of other transport equipment,01-01-2022,121.6,-10.85,11.66
Manufacture of other transport equipment,01-02-2022,111.1,-17.4,-8.63
Manufacture of other transport equipment,01-03-2022,127,-12.59,14.31
Manufacture of other transport equipment,01-04-2022,107.1,-1.47,-15.67
Manufacture of other transport equipment,01-05-2022,118.3,126.63,10.46
Manufacture of other transport equipment,01-06-2022,140.8,36.17,19.02
Manufacture of other transport equipment,01-07-2022,126.7,-1.17,-10.01
Manufacture of other transport equipment,01-08-2022,134.8,7.75,6.39
Manufacture of other transport equipment,01-09-2022,155,15.07,14.99
Manufacture of other transport equipment,01-10-2022,127.5,-8.07,-17.74
Manufacture of other transport equipment,01-11-2022,131.6,24.03,3.22
Manufacture of other transport equipment,01-12-2022,106,-2.66,-19.45
Manufacture of other transport equipment,01-01-2023,119.3,-1.89,12.55
Manufacture of other transport equipment,01-02-2023,117.2,5.49,-1.76
Manufacture of other transport equipment,01-03-2023,139.2,9.61,18.77
Manufacture of other transport equipment,01-04-2023,119.5,11.58,-14.15
Manufacture of other transport equipment,01-05-2023,131.2,10.9,9.79
Manufacture of other transport equipment,01-06-2023,140.6,-0.14,7.16
Manufacture of other transport equipment,01-07-2023,123.5,-2.53,-12.16
Manufacture of other transport equipment,01-08-2023,145.9,8.23,18.14
Manufacture of other transport equipment,01-09-2023,166,7.1,13.78
Manufacture of other transport equipment,01-10-2023,157.2,23.29,-5.3
Manufacture of other transport equipment,01-11-2023,144.5,9.8,-8.08
Manufacture of other transport equipment,01-12-2023,137.2,29.43,-5.05
Manufacture of other transport equipment,01-01-2024,149.5,25.31,8.97
Manufacture of other transport equipment,01-02-2024,145.8,24.4,-2.47
Manufacture of other transport equipment,01-03-2024,175.7,26.22,20.51
Manufacture of other transport equipment,01-04-2024,140.3,17.41,-20.15
Manufacture of other transport equipment,01-05-2024,153.2,16.77,9.19
Manufacture of other transport equipment,01-06-2024,153.4,9.1,0.13
Manufacture of other transport equipment,01-07-2024,155,25.51,1.04
Manufacture of other transport equipment,01-08-2024,156.4,7.2,0.9
Manufacture of other transport equipment,01-09-2024,189,13.86,20.84
Manufacture of other transport equipment,01-10-2024,184.5,17.37,-2.38
Manufacture of other transport equipment,01-11-2024,159.4,10.31,-13.6
Manufacture of other transport equipment,01-12-2024,142.2,3.64,-10.79
Manufacture of other transport equipment,01-01-2025,180,20.4,26.58
Manufacture of other transport equipment,01-02-2025,157.8,8.23,-12.33
Manufacture of other transport equipment,01-03-2025,165.2,-5.98,4.69
Manufacture of other transport equipment,01-04-2025,139.2,-0.78,-15.74
Manufacture of other transport equipment,01-05-2025,163.1,6.46,17.17
Manufacture of other transport equipment,01-06-2025,154.2,0.52,-5.46
Manufacture of other transport equipment,01-07-2025,182.4,17.68,18.29
Manufacture of other transport equipment,01-08-2025,172.8,10.49,-5.26
Manufacture of other transport equipment,01-09-2025,192.7,1.96,11.52
Manufacture of other transport equipment,01-10-2025,189.4,2.66,-1.71
Manufacture of other transport equipment,01-11-2025,187.7,17.75,-0.9
Manufacture of other transport equipment,01-12-2025,177.9,25.11,-5.22
Manufacture of paper and paper products,01-04-2012,99.2,NULL,NULL
Manufacture of paper and paper products,01-05-2012,103.4,NULL,4.23
Manufacture of paper and paper products,01-06-2012,99,NULL,-4.26
Manufacture of paper and paper products,01-07-2012,104.7,NULL,5.76
Manufacture of paper and paper products,01-08-2012,106.8,NULL,2.01
Manufacture of paper and paper products,01-09-2012,103.2,NULL,-3.37
Manufacture of paper and paper products,01-10-2012,109.5,NULL,6.1
Manufacture of paper and paper products,01-11-2012,94.7,NULL,-13.52
Manufacture of paper and paper products,01-12-2012,99.6,NULL,5.17
Manufacture of paper and paper products,01-01-2013,107.3,NULL,7.73
Manufacture of paper and paper products,01-02-2013,97.3,NULL,-9.32
Manufacture of paper and paper products,01-03-2013,114.7,NULL,17.88
Manufacture of paper and paper products,01-04-2013,103.1,3.93,-10.11
Manufacture of paper and paper products,01-05-2013,109.1,5.51,5.82
Manufacture of paper and paper products,01-06-2013,109.3,10.4,0.18
Manufacture of paper and paper products,01-07-2013,113.9,8.79,4.21
Manufacture of paper and paper products,01-08-2013,117,9.55,2.72
Manufacture of paper and paper products,01-09-2013,111.6,8.14,-4.62
Manufacture of paper and paper products,01-10-2013,114.8,4.84,2.87
Manufacture of paper and paper products,01-11-2013,115.5,21.96,0.61
Manufacture of paper and paper products,01-12-2013,123.1,23.59,6.58
Manufacture of paper and paper products,01-01-2014,120.8,12.58,-1.87
Manufacture of paper and paper products,01-02-2014,111.1,14.18,-8.03
Manufacture of paper and paper products,01-03-2014,120.7,5.23,8.64
Manufacture of paper and paper products,01-04-2014,117.2,13.68,-2.9
Manufacture of paper and paper products,01-05-2014,115.8,6.14,-1.19
Manufacture of paper and paper products,01-06-2014,115.8,5.95,0
